val_loss,step,epoch,train_loss
,3399,33,-1.2119669914245605
-0.09866801649332047,3499,34,
,3499,34,-0.8543365001678467
-0.08807806670665741,3599,35,
,3599,35,0.09430930018424988
-0.11072459816932678,3699,36,
,3699,36,0.3379684388637543
0.12360600382089615,3799,37,
,3799,37,-0.8527145385742188
-0.038396723568439484,3899,38,
,3899,38,-0.4091169238090515
-0.18062418699264526,3999,39,
,3999,39,-0.4977477192878723
0.002341016661375761,4099,40,
,4099,40,-0.42290931940078735
-0.08595304936170578,4199,41,
,4199,41,0.1345573365688324
-0.09549842029809952,4299,42,
,4299,42,0.1408030390739441
-0.2725100517272949,4399,43,
,4399,43,-0.4947107434272766
-0.16076458990573883,4499,44,
,4499,44,0.2089274376630783
0.36790040135383606,4599,45,
,4599,45,-0.8746337890625
-0.053296297788619995,4699,46,
,4699,46,-0.3214191794395447
-0.19807422161102295,4799,47,
,4799,47,0.23076917231082916
-0.09182339161634445,4899,48,
,4899,48,0.5853300094604492
0.19424478709697723,4999,49,
,4999,49,0.7709468007087708
-0.016651757061481476,5099,50,
,5099,50,-1.0384101867675781
-0.0254313163459301,5199,51,
,5199,51,-0.1718718707561493
-0.01398408506065607,5299,52,
,5299,52,0.5934332013130188
0.08037174493074417,5399,53,
,5399,53,0.27968963980674744
-0.25816985964775085,5499,54,
,5499,54,0.823362410068512
-0.2718239724636078,5599,55,
,5599,55,0.7763603925704956
-0.12763382494449615,5699,56,
,5699,56,-0.7975671887397766
-0.20698626339435577,5799,57,
,5799,57,0.3958624005317688
-0.21095798909664154,5899,58,
,5899,58,0.7810420393943787
0.41863304376602173,5999,59,
,5999,59,0.05389508232474327
-0.3559008240699768,6099,60,
,6099,60,-1.113025188446045
0.1896364986896515,6199,61,
,6199,61,-1.0254746675491333
-0.22303982079029083,6299,62,
,6299,62,0.5684180855751038
-0.3097839653491974,6399,63,
,6399,63,0.1657116860151291
-0.2132175713777542,6499,64,
,6499,64,-1.5479106903076172
0.17249256372451782,6599,65,
,6599,65,-0.29777634143829346
0.06790100038051605,6699,66,
,6699,66,-0.1343446969985962
-0.29350176453590393,6799,67,
,6799,67,-0.16650043427944183
-0.3387358784675598,6899,68,
,6899,68,-0.4236891567707062
-0.24931874871253967,6999,69,
,6999,69,0.5029779672622681
-0.1470068395137787,7099,70,
,7099,70,0.8533759713172913
-0.46872174739837646,7199,71,
,7199,71,-1.5430959463119507
-0.06212686002254486,7299,72,
,7299,72,-0.8305379152297974
-0.2653639316558838,7399,73,
,7399,73,0.048513539135456085
-0.2150459736585617,7499,74,
,7499,74,0.4827049672603607
-0.24192112684249878,7599,75,
,7599,75,-0.9627026319503784
-0.35690218210220337,7699,76,
,7699,76,0.3402778208255768
0.3032914698123932,7799,77,
,7799,77,0.9090314507484436
-0.14540067315101624,7899,78,
,7899,78,0.7722809910774231
-0.3406170904636383,7999,79,
,7999,79,-1.5810966491699219
-0.2943049669265747,8099,80,
,8099,80,-1.0617096424102783
-0.14993147552013397,8199,81,
,8199,81,0.042895544320344925
-0.0978187546133995,8299,82,
,8299,82,0.04180007427930832
-0.3915541470050812,8399,83,
,8399,83,-1.0199016332626343
-0.33990979194641113,8499,84,
,8499,84,-0.6413090229034424
-0.4039359986782074,8599,85,
,8599,85,-0.5702002048492432
-0.29148754477500916,8699,86,
,8699,86,-0.768871009349823
-0.1794203817844391,8799,87,
,8799,87,-0.28052622079849243
-0.2415980100631714,8899,88,
,8899,88,-0.2357451468706131
-0.05686885118484497,8999,89,
,8999,89,-0.7856369018554688
-0.19372913241386414,9099,90,
,9099,90,0.3373534381389618
-0.28922727704048157,9199,91,
,9199,91,-1.0829075574874878
0.2233857959508896,9299,92,
,9299,92,-0.9773300886154175
-0.20515292882919312,9399,93,
,9399,93,-0.006901287008076906
-0.1583418846130371,9499,94,
,9499,94,0.6508368849754333
-0.352051705121994,9599,95,
,9599,95,0.8236334919929504
0.036790911108255386,9699,96,
,9699,96,0.2303849160671234
-0.3486100435256958,9799,97,
,9799,97,-0.6181815266609192
-0.36626487970352173,9899,98,
,9899,98,-0.2231384813785553
-0.07686736434698105,9999,99,
,9999,99,0.4645581543445587
-0.050427015870809555,10099,100,
,10099,100,0.8454043865203857
-0.29148417711257935,10199,101,
,10199,101,-1.548445463180542
-0.42660093307495117,10299,102,
,10299,102,-0.9039777517318726
-0.34881818294525146,10399,103,
,10399,103,-0.18733124434947968
-0.3281833827495575,10499,104,
,10499,104,0.0800616443157196
-0.5678213834762573,10599,105,
,10599,105,-0.9279844760894775
-0.3488798439502716,10699,106,
,10699,106,-0.9641786813735962
-0.3915797770023346,10799,107,
,10799,107,-0.5594562292098999
-0.5088816285133362,10899,108,
,10899,108,-1.0054502487182617
-0.40717750787734985,10999,109,
,10999,109,-0.18220236897468567
-0.48039382696151733,11099,110,
,11099,110,0.017018331214785576
-0.42197853326797485,11199,111,
,11199,111,-0.9791066646575928
-0.2377113550901413,11299,112,
,11299,112,0.3703608810901642
-0.15731260180473328,11399,113,
,11399,113,-0.7404738068580627
-0.37929633259773254,11499,114,
,11499,114,-1.0095692873001099
-0.09074705839157104,11599,115,
,11599,115,0.10226976126432419
-0.3622470796108246,11699,116,
,11699,116,0.3277595043182373
-0.35412734746932983,11799,117,
,11799,117,0.5221893191337585
-0.16656166315078735,11899,118,
,11899,118,-1.1768591403961182
-0.3554013967514038,11999,119,
,11999,119,0.4320949614048004
-0.4702654182910919,12099,120,
,12099,120,0.6666417717933655
-0.45921143889427185,12199,121,
,12199,121,-0.04122120514512062
-0.5404251217842102,12299,122,
,12299,122,-1.1759675741195679
-0.4538310468196869,12399,123,
,12399,123,-1.1290969848632812
-0.394980788230896,12499,124,
,12499,124,-0.1749766319990158
0.048707861453294754,12599,125,
,12599,125,-0.057375188916921616
-0.4305509626865387,12699,126,
,12699,126,-1.0078545808792114
-0.35477787256240845,12799,127,
,12799,127,-0.7114314436912537
-0.3723471462726593,12899,128,
,12899,128,-0.8877196311950684
-0.4966442286968231,12999,129,
,12999,129,-1.0311757326126099
-0.20141874253749847,13099,130,
,13099,130,-0.2129068821668625
-0.4227782189846039,13199,131,
,13199,131,0.3904147148132324
-0.33014145493507385,13299,132,
,13299,132,-1.0297783613204956
-0.34635594487190247,13399,133,
,13399,133,0.2994031310081482
-0.41633859276771545,13499,134,
,13499,134,0.49899229407310486
-0.42363059520721436,13599,135,
,13599,135,0.29253089427948
-0.48016101121902466,13699,136,
,13699,136,-1.1133816242218018
-0.4069666564464569,13799,137,
,13799,137,-1.3795578479766846
-0.33810484409332275,13899,138,
,13899,138,-0.003404956078156829
-0.34531301259994507,13999,139,
,13999,139,0.19130995869636536
-0.44269701838493347,14099,140,
,14099,140,-1.8761738538742065
-0.3532828688621521,14199,141,
,14199,141,-0.6548325419425964
-0.3321135938167572,14299,142,
,14299,142,-0.38864561915397644
-0.34128808975219727,14399,143,
,14399,143,-0.637791633605957
-0.21832937002182007,14499,144,
,14499,144,-0.3925049602985382
-0.25626158714294434,14599,145,
,14599,145,0.045380886644124985
-0.22756032645702362,14699,146,
,14699,146,-0.6333049535751343
-0.33715391159057617,14799,147,
,14799,147,0.06102019175887108
-0.4755452871322632,14899,148,
,14899,148,-1.268601655960083
-0.38207656145095825,14999,149,
,14999,149,-0.6542119383811951
0.304141104221344,15099,150,
,15099,150,-0.3353617191314697
-0.306863009929657,15199,151,
,15199,151,0.5868059396743774
-0.315222829580307,15299,152,
,15299,152,0.610023558139801
-0.40632423758506775,15399,153,
,15399,153,-1.297640085220337
-0.4414327144622803,15499,154,
,15499,154,-0.8218758702278137
-0.28736212849617004,15599,155,
,15599,155,0.6130866408348083
